schemaVersion,recordType,source.name,source.url,content.startupName,content.productName,content.pricingModel,collectedAt
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/giveffect,Giveffect,Giveffect,FREEMIUM,2026-06-24T05:49:01.424711Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/industrial-microbes,Industrial Microbes,Industrial Microbes,FREEMIUM,2026-06-24T05:49:01.424970Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/level-frames,Level Frames,Level Frames,FREEMIUM,2026-06-24T05:49:01.425224Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/meadow,Meadow,Meadow,FREEMIUM,2026-06-24T05:49:01.425472Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/razorpay,Razorpay,Razorpay,FREEMIUM,2026-06-24T05:49:01.425792Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/tab,Tab,Tab,FREEMIUM,2026-06-24T05:49:01.426045Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/zenflow,Zenflow,Zenflow,FREEMIUM,2026-06-24T05:49:01.426286Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/x-zell,X-Zell,X-Zell,FREEMIUM,2026-06-24T05:49:01.426533Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/flip,Flip,Flip,FREEMIUM,2026-06-24T05:49:01.426773Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/tara-ai,Tara AI,Tara AI,FREEMIUM,2026-06-24T05:49:01.427030Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/replika,Replika,Replika,FREEMIUM,2026-06-24T05:49:01.427270Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/nimblerx,NimbleRx,NimbleRx,FREEMIUM,2026-06-24T05:49:01.427510Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/mashgin,Mashgin,Mashgin,FREEMIUM,2026-06-24T05:49:01.427757Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/lugg,Lugg,Lugg,FREEMIUM,2026-06-24T05:49:01.428005Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/teleport,Teleport,Teleport,FREEMIUM,2026-06-24T05:49:01.428256Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/teabot,teaBOT,teaBOT,FREEMIUM,2026-06-24T05:49:01.428500Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/leaders-in-tech,Leaders In Tech,Leaders In Tech,FREEMIUM,2026-06-24T05:49:01.429137Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/ironclad,Ironclad,Ironclad,FREEMIUM,2026-06-24T05:49:01.429429Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/new-story,New Story,New Story,FREEMIUM,2026-06-24T05:49:01.429902Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/gemnote,Gemnote,Gemnote,FREEMIUM,2026-06-24T05:49:01.430230Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/assembly,Assembly,Assembly,FREEMIUM,2026-06-24T05:49:01.430519Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/partnerstack,PartnerStack,PartnerStack,FREEMIUM,2026-06-24T05:49:01.430803Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/scope-ar,Scope AR,Scope AR,FREEMIUM,2026-06-24T05:49:01.431157Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/snapmagic,SnapMagic,SnapMagic,FREEMIUM,2026-06-24T05:49:01.431416Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/heroic-labs,Heroic Labs,Heroic Labs,FREEMIUM,2026-06-24T05:49:01.431676Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/branch8,Branch8,Branch8,FREEMIUM,2026-06-24T05:49:01.431942Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/confident-lims,Confident LIMS,Confident LIMS,FREEMIUM,2026-06-24T05:49:01.432334Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/sunfarmer,SunFarmer,SunFarmer,FREEMIUM,2026-06-24T05:49:01.432591Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/reach,Reach,Reach,FREEMIUM,2026-06-24T05:49:01.432833Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/tesorio,Tesorio,Tesorio,FREEMIUM,2026-06-24T05:49:01.433224Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/thrive-agritech,Thrive Agritech,Thrive Agritech,FREEMIUM,2026-06-24T05:49:01.433517Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/verge-genomics,Verge Genomics,Verge Genomics,FREEMIUM,2026-06-24T05:49:01.433777Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/bodyport,Bodyport,Bodyport,FREEMIUM,2026-06-24T05:49:01.434028Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/chaldal,Chaldal,Chaldal,FREEMIUM,2026-06-24T05:49:01.434276Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/drip-capital,Drip Capital,Drip Capital,FREEMIUM,2026-06-24T05:49:01.434540Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/givecampus,GiveCampus,GiveCampus,FREEMIUM,2026-06-24T05:49:01.434791Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/circle-medical,Circle Medical,Circle Medical,FREEMIUM,2026-06-24T05:49:01.435066Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/markhor,Markhor,Markhor,FREEMIUM,2026-06-24T05:49:01.435557Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/zeplin,Zeplin,Zeplin,FREEMIUM,2026-06-24T05:49:01.436012Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/microhealth,Microhealth,Microhealth,FREEMIUM,2026-06-24T05:49:01.436401Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/fountain,Fountain,Fountain,FREEMIUM,2026-06-24T05:49:01.436655Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/picktrace,PickTrace,PickTrace,FREEMIUM,2026-06-24T05:49:01.436919Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/plate-iq,Plate IQ,Plate IQ,FREEMIUM,2026-06-24T05:49:01.437174Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/redcarpetup,RedCarpetUp,RedCarpetUp,FREEMIUM,2026-06-24T05:49:01.437413Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/scentbird,Scentbird,Scentbird,PAID,2026-06-24T05:49:01.437650Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/shape-shapescale,Shape ShapeScale,Shape (ShapeScale),FREEMIUM,2026-06-24T05:49:01.437911Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/shred-video,Shred Video,Shred Video,FREEMIUM,2026-06-24T05:49:01.438169Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/xendit,Xendit,Xendit,FREEMIUM,2026-06-24T05:49:01.438416Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/80-000-hours,80000 Hours,"80,000 Hours",FREEMIUM,2026-06-24T05:49:01.438671Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/font-awesome,Font Awesome,Font Awesome,FREEMIUM,2026-06-24T05:49:01.438934Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/go1,Go1,Go1,FREEMIUM,2026-06-24T05:49:01.439177Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/the-ticket-fairy,The Ticket Fairy,The Ticket Fairy,FREEMIUM,2026-06-24T05:49:01.439441Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/tetrascience,TetraScience,TetraScience,FREEMIUM,2026-06-24T05:49:01.439687Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/bitmovin,Bitmovin,Bitmovin,ENTERPRISE,2026-06-24T05:49:01.439935Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/cofactor-genomics,Cofactor Genomics,Cofactor Genomics,FREEMIUM,2026-06-24T05:49:01.440202Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/instawork,Instawork,Instawork,FREEMIUM,2026-06-24T05:49:01.440440Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/eight-sleep,Eight Sleep,Eight Sleep,FREEMIUM,2026-06-24T05:49:01.440696Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/human-interest,Human Interest,Human Interest,FREEMIUM,2026-06-24T05:49:01.440971Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/mux,Mux,Mux,FREEMIUM,2026-06-24T05:49:01.441221Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/lattice,Lattice,Lattice,FREEMIUM,2026-06-24T05:49:01.441515Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/soundboks,SOUNDBOKS,SOUNDBOKS,FREEMIUM,2026-06-24T05:49:01.441763Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/deepgram,Deepgram,Deepgram,FREEMIUM,2026-06-24T05:49:01.442159Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/stealth-worker,Stealth Worker,Stealth Worker,FREEMIUM,2026-06-24T05:49:01.442679Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/yardbook,Yardbook,Yardbook,FREEMIUM,2026-06-24T05:49:01.443121Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/chatfuel,Chatfuel,Chatfuel,FREEMIUM,2026-06-24T05:49:01.443387Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/getaccept,GetAccept,GetAccept,FREEMIUM,2026-06-24T05:49:01.443653Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/isono-health,iSono Health,iSono Health,FREEMIUM,2026-06-24T05:49:01.443917Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/tovala,Tovala,Tovala,FREEMIUM,2026-06-24T05:49:01.444156Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/magicbus,MagicBus,MagicBus,FREEMIUM,2026-06-24T05:49:01.444404Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/mason,Mason,Mason,FREEMIUM,2026-06-24T05:49:01.444678Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/outschool,Outschool,Outschool,FREEMIUM,2026-06-24T05:49:01.444924Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/petcube,Petcube,Petcube,FREEMIUM,2026-06-24T05:49:01.445166Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/daily,Daily,Daily,FREEMIUM,2026-06-24T05:49:01.445405Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/mio,Mio,Mio,FREEMIUM,2026-06-24T05:49:01.445652Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/focal-systems,Focal Systems,Focal Systems,FREEMIUM,2026-06-24T05:49:01.445910Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/deako,Deako,Deako,FREEMIUM,2026-06-24T05:49:01.446155Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/copia,Copia,Copia,FREEMIUM,2026-06-24T05:49:01.446400Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/gigwell,Gigwell,Gigwell,FREEMIUM,2026-06-24T05:49:01.446659Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/meter-feeder,Meter Feeder,Meter Feeder,FREEMIUM,2026-06-24T05:49:01.446916Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/pocketsuite,PocketSuite,PocketSuite,FREEMIUM,2026-06-24T05:49:01.447165Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/revl,Revl,Revl,FREEMIUM,2026-06-24T05:49:01.447407Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/mailtime,MailTime,MailTime,FREEMIUM,2026-06-24T05:49:01.447653Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/opentrons,Opentrons,Opentrons,FREEMIUM,2026-06-24T05:49:01.447901Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/castle-2,Castle,Castle,FREEMIUM,2026-06-24T05:49:01.448139Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/netomi,Netomi,Netomi,FREEMIUM,2026-06-24T05:49:01.448388Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/superside,Superside,Superside,PAID,2026-06-24T05:49:01.449294Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/function-of-beauty,Function of Beauty,Function of Beauty,FREEMIUM,2026-06-24T05:49:01.449777Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/luciq,Luciq formerly Instabug,Luciq (formerly Instabug),FREEMIUM,2026-06-24T05:49:01.450099Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/pave,Pave,Pave,FREEMIUM,2026-06-24T05:49:01.450426Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/podium,Podium,Podium,FREEMIUM,2026-06-24T05:49:01.450690Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/salt-security,Salt Security,Salt Security,FREEMIUM,2026-06-24T05:49:01.450967Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/apollo-io,Apolloio,Apollo.io,FREEMIUM,2026-06-24T05:49:01.451218Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/thunkable,Thunkable,Thunkable,FREEMIUM,2026-06-24T05:49:01.451470Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/lynks,Lynks,Lynks,FREEMIUM,2026-06-24T05:49:01.451707Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/gecko-robotics,Gecko Robotics,Gecko Robotics,FREEMIUM,2026-06-24T05:49:01.452020Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/golorry,GoLorry,GoLorry,FREEMIUM,2026-06-24T05:49:01.452275Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/histowiz,HistoWiz,HistoWiz,FREEMIUM,2026-06-24T05:49:01.452530Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/mrelief,mRelief,mRelief,FREEMIUM,2026-06-24T05:49:01.452771Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/netbeez,NetBeez,NetBeez,FREEMIUM,2026-06-24T05:49:01.453012Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/carbic,Carbic,Carbic,FREEMIUM,2026-06-24T05:49:01.453257Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/fightcamp,FightCamp,FightCamp,FREEMIUM,2026-06-24T05:49:01.453506Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/quilt-data,Quilt Data,Quilt Data,FREEMIUM,2026-06-24T05:49:01.453756Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/sanitation-and-health-rights-in-india-shri,Sanitation and Health Rights in India SHRI,Sanitation and Health Rights in India (SHRI),FREEMIUM,2026-06-24T05:49:01.454064Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/wakie,Wakie,Wakie,FREEMIUM,2026-06-24T05:49:01.454303Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/sendbird,Sendbird,Sendbird,ENTERPRISE,2026-06-24T05:49:01.454547Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/relativity-space,Relativity Space,Relativity Space,FREEMIUM,2026-06-24T05:49:01.454812Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/boom,Boom,Boom,FREEMIUM,2026-06-24T05:49:01.455066Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/protonet,Protonet,Protonet,FREEMIUM,2026-06-24T05:49:01.455330Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/astranis,Astranis,Astranis,FREEMIUM,2026-06-24T05:49:01.455602Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/zenysis,Zenysis,Zenysis,FREEMIUM,2026-06-24T05:49:01.455917Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/lygos,Lygos,Lygos,FREEMIUM,2026-06-24T05:49:01.456382Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/devcolor,DevColor,DevColor,FREEMIUM,2026-06-24T05:49:01.456642Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/perlara,Perlara,Perlara,FREEMIUM,2026-06-24T05:49:01.456900Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/qvin,Qvin,Qvin,FREEMIUM,2026-06-24T05:49:01.457185Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/rappi,Rappi,Rappi,FREEMIUM,2026-06-24T05:49:01.457455Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/prime-lightworks,Prime Lightworks,Prime Lightworks,FREEMIUM,2026-06-24T05:49:01.457779Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/nucypher-aka-threshold-network,NuCypher aka Threshold Network,NuCypher (aka Threshold Network),FREEMIUM,2026-06-24T05:49:01.458385Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/vetcove,Vetcove,Vetcove,FREEMIUM,2026-06-24T05:49:01.458681Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/joy,Joy,Joy,FREEMIUM,2026-06-24T05:49:01.458973Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/raptor-maps,Raptor Maps,Raptor Maps,FREEMIUM,2026-06-24T05:49:01.459231Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/upgraded,Upgraded,Upgraded,PAID,2026-06-24T05:49:01.459480Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/vote-org,Voteorg,Vote.org,FREEMIUM,2026-06-24T05:49:01.459723Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/rose-rocket,Rose Rocket,Rose Rocket,FREEMIUM,2026-06-24T05:49:01.459983Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/livement,Livement,Livement,FREEMIUM,2026-06-24T05:49:01.460227Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/rocketlit,RocketLit,RocketLit,FREEMIUM,2026-06-24T05:49:01.460476Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/amberbox-gunshot-detection,AmberBox Gunshot Detection,AmberBox Gunshot Detection,FREEMIUM,2026-06-24T05:49:01.460747Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/instrumentl,Instrumentl,Instrumentl,FREEMIUM,2026-06-24T05:49:01.460987Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/nova-credit,Nova Credit,Nova Credit,FREEMIUM,2026-06-24T05:49:01.461250Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/onechronos,OneChronos,OneChronos,FREEMIUM,2026-06-24T05:49:01.461505Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/the-flex-company,The Flex Company,The Flex Company,FREEMIUM,2026-06-24T05:49:01.461792Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/women-who-code,Women Who Code,Women Who Code,FREEMIUM,2026-06-24T05:49:01.462100Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/multiply-labs,Multiply Labs,Multiply Labs,FREEMIUM,2026-06-24T05:49:01.462366Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/new-incentives,New Incentives,New Incentives,FREEMIUM,2026-06-24T05:49:01.462616Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/legalist,Legalist,Legalist,FREEMIUM,2026-06-24T05:49:01.462887Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/synvivia,Synvivia,Synvivia,FREEMIUM,2026-06-24T05:49:01.463211Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/hioperator,HiOperator,HiOperator,FREEMIUM,2026-06-24T05:49:01.463565Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/gogograndparent,GoGoGrandparent,GoGoGrandparent,FREEMIUM,2026-06-24T05:49:01.463895Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/squire-technologies,Squire Technologies,Squire Technologies,FREEMIUM,2026-06-24T05:49:01.464656Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/miso,Miso,Miso,FREEMIUM,2026-06-24T05:49:01.465222Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/athelas,Athelas,Athelas,FREEMIUM,2026-06-24T05:49:01.465506Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/airfordable,Airfordable,Airfordable,FREEMIUM,2026-06-24T05:49:01.465750Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/validere,Validere,Validere,FREEMIUM,2026-06-24T05:49:01.465996Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/curtsy,Curtsy,Curtsy,FREEMIUM,2026-06-24T05:49:01.466240Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/smartpath,SmartPath,SmartPath,FREEMIUM,2026-06-24T05:49:01.466485Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/emote,Emote,Emote,FREEMIUM,2026-06-24T05:49:01.466727Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/flutterwave,Flutterwave,Flutterwave,FREEMIUM,2026-06-24T05:49:01.466978Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/ready-education,Ready Education,Ready Education,FREEMIUM,2026-06-24T05:49:01.467243Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/circa,Circa,Circa,FREEMIUM,2026-06-24T05:49:01.467487Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/scale-ai,Scale AI,Scale AI,FREEMIUM,2026-06-24T05:49:01.467519Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/omg-digital,OMG Digital,OMG Digital,FREEMIUM,2026-06-24T05:49:01.467772Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/yoshi-mobility,Yoshi Mobility,Yoshi Mobility,FREEMIUM,2026-06-24T05:49:01.468029Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/people-ai,Peopleai,People.ai,ENTERPRISE,2026-06-24T05:49:01.468273Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/apolloshield,ApolloShield,ApolloShield,FREEMIUM,2026-06-24T05:49:01.468526Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/quero-education,Quero Education,Quero Education,FREEMIUM,2026-06-24T05:49:01.468782Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/jumpcut,Jumpcut,Jumpcut,FREEMIUM,2026-06-24T05:49:01.469021Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/suiteness,Suiteness,Suiteness,FREEMIUM,2026-06-24T05:49:01.469265Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/elemeno-health,Elemeno Health,Elemeno Health,FREEMIUM,2026-06-24T05:49:01.469532Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/expo,Expo,Expo,FREEMIUM,2026-06-24T05:49:01.469776Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/classdojo,ClassDojo,ClassDojo,FREEMIUM,2026-06-24T05:49:01.470074Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/bird,Bird,Bird,FREEMIUM,2026-06-24T05:49:01.470354Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/democracyos,DemocracyOS,DemocracyOS,FREEMIUM,2026-06-24T05:49:01.470638Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/voiceops,Voiceops,Voiceops,FREEMIUM,2026-06-24T05:49:01.471005Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/tizeti,Tizeti,Tizeti,FREEMIUM,2026-06-24T05:49:01.471309Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/speak,Speak,Speak,FREEMIUM,2026-06-24T05:49:01.471655Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/bountiful,Bountiful,Bountiful,FREEMIUM,2026-06-24T05:49:01.472371Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/sinovia-technologies,Sinovia Technologies,Sinovia Technologies,FREEMIUM,2026-06-24T05:49:01.472716Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/rippling,Rippling,Rippling,FREEMIUM,2026-06-24T05:49:01.473034Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/sleep-reset,Sleep Reset,Sleep Reset,FREEMIUM,2026-06-24T05:49:01.473315Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/bloomapi,BloomAPI,BloomAPI,FREEMIUM,2026-06-24T05:49:01.473618Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/mdalgorithms-inc,MDalgorithms,MDalgorithms,FREEMIUM,2026-06-24T05:49:01.473891Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/extern,Extern,Extern,FREEMIUM,2026-06-24T05:49:01.474160Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/rezi,REZI,REZI,FREEMIUM,2026-06-24T05:49:01.474406Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/ledger-investing,Ledger Investing,Ledger Investing,FREEMIUM,2026-06-24T05:49:01.474670Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/nuvola,Nuvola,Nuvola,FREEMIUM,2026-06-24T05:49:01.474915Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/upcall,Upcall,Upcall,FREEMIUM,2026-06-24T05:49:01.475158Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/the-essential,The Essential,The Essential,FREEMIUM,2026-06-24T05:49:01.475413Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/clipboard,Clipboard,Clipboard,FREEMIUM,2026-06-24T05:49:01.475660Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/rankscience,RankScience,RankScience,FREEMIUM,2026-06-24T05:49:01.475905Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/ambient-ai,Ambientai,Ambient.ai,FREEMIUM,2026-06-24T05:49:01.476159Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/token-transit,Token Transit,Token Transit,FREEMIUM,2026-06-24T05:49:01.476414Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/snappr,Snappr,Snappr,FREEMIUM,2026-06-24T05:49:01.476695Z
